,filename ,eror I,time
0,IMG_20200927_201040.jpg,1,0.511632
1,IMG_20200927_201122.jpg,0,0.773929
2,IMG_20200927_201218.jpg,0,0.544543
3,IMG_20200927_201246.jpg,1,0.600395
4,IMG_20200927_201253.jpg,0,0.676193
5,IMG_20200927_201325.jpg,0,0.511623
6,IMG_20200927_201335.jpg,1,0.715088
7,IMG_20200927_201354.jpg,0,0.706111
8,IMG_20200927_201601.jpg,0,0.417888
9,IMG_20200927_201611.jpg,1,0.60937
10,IMG_20200927_201708.jpg,0,0.715048
11,IMG_20200927_201730.jpg,0,0.431841
12,IMG_20200927_201826.jpg,1,0.672204
13,IMG_20200927_201834.jpg,0,0.677186
14,IMG_20200927_201927.jpg,0,0.502657
15,IMG_20200927_201935.jpg,0,0.732041
16,IMG_20200927_202032.jpg,1,0.296185
17,IMG_20200927_202211.jpg,0,0.768944
18,IMG_20200927_202235.jpg,0,0.772451
19,IMG_20200927_202359.jpg,1,0.566485
20,IMG_20200927_202417.jpg,0,0.76595
21,IMG_20200927_203931.jpg,0,0.701064
22,IMG_20200927_203948.jpg,1,0.518655
23,IMG_20200927_204037.jpg,0,0.751989
24,IMG_20200927_204142.jpg,1,0.711609
25,IMG_20200927_204359.jpg,0,0.553929
26,IMG_20200927_204438.jpg,1,0.70015
27,IMG_20200927_204535.jpg,0,0.663744
28,IMG_20200927_204853_HDR.jpg,0,0.954449
29,IMG_20200927_204907_HDR.jpg,1,0.471739
30,IMG_20200927_205015_HDR.jpg,1,0.725061
31,IMG_20200927_205129_HDR.jpg,0,0.786893
32,IMG_20200927_205316_HDR.jpg,1,0.503652
33,IMG_20200927_205413_HDR.jpg,1,0.68816
34,IMG_20200927_205438_HDR.jpg,1,0.72905
35,IMG_20200927_205511_HDR.jpg,1,0.368015
36,IMG_20200927_205544_HDR.jpg,0,0.672203
37,IMG_20200927_205803_HDR.jpg,1,0.720074
38,IMG_20200927_210226_HDR.jpg,0,0.471736
39,IMG_20200927_210457_HDR.jpg,0,0.863691
