,filename ,metric1 ,metric2,metric3 ,pixels 
0,P01004-182725.jpg,0.08595733875063484,0.15251227585183377,44.09717,9096192
1,P01004-182731.jpg,0.08519553072625698,0.15921026664812413,29.142312,9096192
2,P01004-182745.jpg,0.04761300152361605,0.1638408149778843,16.557771,9096192
3,P01004-182750.jpg,0.03643981716607415,0.16416949053207341,33.620552,9096192
4,P01004-182802.jpg,0.10931945149822245,0.1496224974938663,15.916756,9096192
5,P01004-182812.jpg,0.03809040121889284,0.16721792632093033,12.715601,9096192
6,P01004-182828.jpg,0.03174200101574403,0.17412702633440494,8.138873,9096192
7,P01004-182844.jpg,0.051675977653631286,0.16363117615497816,9.783674,9096192
8,P01004-182849.jpg,0.017394616556627728,0.17018166138199123,9.395284,9096192
9,P01004-182859.jpg,0.0228542407313357,0.1904229689699908,8.805797,9096192
10,P01004-182913.jpg,0.05015236160487557,0.1643817379551975,20.734261,9096192
11,P01004-182929.jpg,0.07008633824276282,0.1744614423495596,9.064795,9096192
12,P01004-182956.jpg,0.015363128491620111,0.16545543548735706,11.912302,9096192
13,P01004-183007.jpg,0.026790248857287962,0.17699980933519335,10.035055,9096192
14,P01004-183026.jpg,0.02133062468257999,0.17742407956116257,11.0079,9096192
15,P01004-183032.jpg,0.017267648552564754,0.1811925408375614,7.532789,9096192
16,P01004-183039.jpg,0.027679024885728796,0.1797385141595241,8.102679,9096192
17,P01004-183058.jpg,0.03732859319451498,0.18402940414364444,8.437151,9096192
18,P01004-183121.jpg,0.01663280853224987,0.16959439883477814,9.982959,9096192
19,P01004-183132.jpg,0.020187912646013204,0.17613326228639614,13.578533,9096192
20,P01004-183436.jpg,0.01612493651599797,0.19381590469146337,8.745749,9096192
21,P01004-183446.jpg,0.009141696292534281,0.17504943234639037,11.287274,9096192
22,P01004-183459.jpg,0.01675977653631285,0.23901309341079358,5.58572,9096192
23,P01004-183504.jpg,0.03643981716607415,0.22496417336139946,5.076093,9096192
24,P01004-183512.jpg,0.02831386490604368,0.17382304250124858,5.670315,9096192
25,P01004-183519.jpg,0.02094972067039106,0.2046098323934006,6.906472,9096192
26,P01004-183534.jpg,0.04177247333671915,0.30037392691728915,4.072912,9096192
27,P01004-183542.jpg,0.06030980192991366,0.3292034532208192,3.633063,9096192
28,P01004-185803.jpg,0.059167089893346875,0.1675942926687616,7.699945,9096192
29,P01004-185810.jpg,0.06856272219400711,0.16097893260971263,6.465845,9096192
30,P01004-185820.jpg,0.07859319451498223,0.15821198388476748,14.257246,9096192
31,P01004-185831.jpg,0.04989842559674962,0.1772864640289894,9.465732,9096192
32,P01004-185905.jpg,0.03275774504824784,0.1857236957740645,8.109019,9096192
33,P01004-185913.jpg,0.026155408836973083,0.2962946243656492,4.661506,9096192
34,P01004-185926.jpg,0.05243778567800914,0.16965488458083847,6.079837,9096192
35,P01004-185934.jpg,0.023743016759776536,0.190475377030073,8.860709,9096192
36,P01004-185944.jpg,0.010665312341289994,0.1926411541090125,11.018537,9096192
37,P01004-190002.jpg,0.04456576942610462,0.16458082850757147,9.846655,9096192
38,P01004-190015.jpg,0.030726256983240222,0.18319077649700247,11.526308,9096192
39,P01004-190023.jpg,0.04126460132046724,0.1705416926397727,7.366405,9096192
40,P01004-190054.jpg,0.04139156932453022,0.1659425487570419,6.950436,9096192
41,P01004-190112.jpg,0.023869984763839513,0.18271553248880393,9.905982,9096192
42,P01004-190120.jpg,0.017775520568816656,0.18018659092485906,15.000729,9096192
43,P01004-190141.jpg,0.014220416455053326,0.22748932451941073,4.970621,9096192
44,P01004-190202.jpg,0.050025393600812595,0.16705013229157115,16.475535,9096192
45,P01004-190215.jpg,0.03110716099542915,0.1814029168869768,7.082019,9096192
46,P01004-190232.jpg,0.03250380904012189,0.1744829287781613,6.771991,9096192
47,P01004-190425.jpg,0.006602336211274758,0.19859321959889853,10.622725,9096192
48,P01004-190444.jpg,0.010411376333164043,0.18139097757819223,9.67483,9096192
49,P01004-190513.jpg,0.010030472320975115,0.19788679923815064,12.211871,9096192
50,P01004-190527.jpg,0.00787201625190452,0.19135790312242124,12.30992,9096192
51,P01004-190559.jpg,0.01663280853224987,0.1921350483050328,7.681854,9096192
52,P01004-190600.jpg,0.01663280853224987,0.18816548462189336,11.970206,9096192
53,P01004-190621.jpg,0.026155408836973083,0.20278632265597002,11.811231,9096192
54,P01004-190810.jpg,0.023869984763839513,0.18787088944636127,7.350848,9096192
55,P01004-190817.jpg,0.01637887252412392,0.20823848218649857,6.21122,9096192
56,P01004-190838.jpg,0.020441848654139158,0.1780194561026111,12.447755,9096192
57,P01004-190850.jpg,0.015617064499746064,0.1730930742512389,9.081407,9096192
58,P01004-190859.jpg,0.021457592686642966,0.1668107114159144,11.786165,9096192
59,P01004-190916.jpg,0.035297105129507365,0.16623594012888646,10.514643,9096192
60,P01004-191027.jpg,0.019426104621635347,0.24590880871793025,5.788657,9096192
61,P01004-191037.jpg,0.0196800406297613,0.20353788243186088,11.612592,9096192
62,P01004-191057.jpg,0.01866429659725749,0.21480877740549392,6.102186,9096192
63,P01004-191105.jpg,0.024504824784154392,0.2031388608594015,9.435146,9096192
64,P01004-191140.jpg,0.020187912646013204,0.23832918061587796,4.942825,9096192
65,P01004-191157.jpg,0.021711528694768917,0.1909814796775405,6.134011,9096192
66,P01004-191212.jpg,0.020822752666328086,0.19912221437183822,6.635517,9096192
67,P01004-191224.jpg,0.016886744540375826,0.19442071634015642,8.882443,9096192
68,P01004-191234.jpg,0.028059928897917724,0.177740524223757,7.228993,9096192
69,P01004-191242.jpg,0.047739969527679026,0.17738892726520908,9.95693,9096192
70,P01004-191256.jpg,0.019426104621635347,0.19838412692831234,4.703149,9096192
71,P01004-191307.jpg,0.03440832910106653,0.18021925360074342,7.49666,9096192
72,P01004-191318.jpg,0.034281361097003554,0.18103918204153024,6.624058,9096192
73,P01004-191403.jpg,0.021203656678517015,0.15131920435560678,11.235089,9096192
74,P01004-191411.jpg,0.03809040121889284,0.16805740993469953,9.873827,9096192
75,P01004-191430.jpg,0.038852209243270694,0.16752189498857345,19.966501,9096192
76,P01004-191450.jpg,0.0452006094464195,0.15791984358697794,14.614718,9096192
77,P01004-191505.jpg,0.08430675469781615,0.15713325135847442,17.430442,9096192
78,P01004-191516.jpg,0.029710512950736415,0.28260902799347526,4.131876,9096192
79,P01004-191528.jpg,0.012061960385982732,0.16340399247251058,11.514859,9096192
80,P01004-191548.jpg,0.035297105129507365,0.18009134718357658,8.727638,9096192
81,P01004-191610.jpg,0.028948704926358558,0.17562011245376707,10.178852,9096192
82,P01004-191625.jpg,0.019299136617572373,0.21441248890110537,5.348332,9096192
83,P01004-201527.jpg,0.02133062468257999,0.19395010364020154,6.643186,9096192
84,P01004-201533.jpg,0.02298120873539868,0.20231490217931364,5.375989,9096192
85,P01004-201548.jpg,0.04761300152361605,0.17721887669960656,8.541838,9096192
86,P01004-201559.jpg,0.026790248857287962,0.18097543416288792,7.9823,9096192
87,P01004-201906.jpg,0.019933976637887253,0.21578499874111953,5.482454,9096192
88,P01004-201954.jpg,0.026663280853224988,0.1814644451297465,6.248833,9096192
89,P01004-202005.jpg,0.037582529202640935,0.17840486095362418,9.649639,9096192
90,P01004-202040.jpg,0.017267648552564754,0.20059806319391904,5.519595,9096192
91,P01004-202046.jpg,0.016251904520060943,0.18734103592578322,5.876931,9096192
92,P01004-202143.jpg,0.03796343321482986,0.18037750082943949,10.100396,9096192
93,P01004-202154.jpg,0.027932960893854747,0.19212361116978255,5.092486,9096192
94,P01004-202221.jpg,0.049390553580497716,0.284244712892259,4.007423,9096192
95,P01004-202231.jpg,0.023743016759776536,0.20014996824656578,7.1656,9096192
96,P01004-202239.jpg,0.021076688674454037,0.24221817498286086,4.293933,9096192
97,photo_2020-10-01_22-11-28.jpg,0.02653631284916201,0.20639674381562398,0.594895,916480
98,photo_2020-10-01_22-11-30.jpg,0.1244286439817166,0.30149514527649296,0.545807,916480
99,-1,-1.0,-1.0,-1.0,-1
100,photo_2020-10-01_22-11-37.jpg,0.02463179278821737,0.30047340595076993,0.310394,916480
101,-1,-1.0,-1.0,-1.0,-1
102,-1,-1.0,-1.0,-1.0,-1
103,photo_2020-10-01_22-11-46.jpg,0.017902488572879634,0.19654402395723558,0.891067,916480
104,photo_2020-10-01_22-11-49.jpg,0.03745556119857796,0.22334413834042469,0.39652,916480
